"effect","term","estimate","std.error","statistic","df","p.value","best_shape_model","focal_terms","pfas_var","immune_var","n_obs","test_type","FDR_p"
"fixed","log_PFAS_scaled:DNA_sexM",-0.0618720791367971,0.072109051573075,-0.858034848428096,109.071770980727,0.392754786703175,"log","log_PFAS_scaled","PFHXA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",-0.00879713937516669,0.0044089325503446,-1.99529915114694,95.3356413576182,0.0488644760378908,"log","log_PFAS_scaled","PFHXA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.0217648252556,0.259341735678175,-7.79575574277977,83.2394126554091,1.63134831714471e-11,"log","log_PFAS_scaled","PFHXS","log_igy",110,"covariate",1.36440041070285e-10
"fixed","log_PFAS_scaled",0.253811916692268,0.200146596292054,1.26813006763255,87.061593479681,0.20813224738103,"log","log_PFAS_scaled","PFHXS","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0672910822283981,0.0724749053356879,0.928474234174166,96.621202964592,0.355475333557782,"log","log_PFAS_scaled","PFHXS","log_igy",110,"covariate",0.573257407908194
"fixed","DNA_sexU",-0.207785819169547,0.911690911609985,-0.22791257050332,100.160777706885,0.820178825822078,"log","log_PFAS_scaled","PFHXS","log_igy",110,"covariate",0.866925146011716
"fixed","age",0.0151084312008964,0.00555267295794637,2.72092941819577,82.9143447959023,0.00793075424010778,"log","log_PFAS_scaled","PFHXS","log_igy",110,"covariate",0.0256010312312251
"fixed","log_PFAS_scaled:DNA_sexM",0.0186508143193741,0.0688413217976725,0.270924698020611,88.3924924886229,0.787080601847459,"log","log_PFAS_scaled","PFHXS","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:DNA_sexU",0.41795364833643,0.903708218048191,0.462487382530521,109.487112039773,0.644649657870863,"log","log_PFAS_scaled","PFHXS","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",-0.00196118935997318,0.00422440893843805,-0.464251777835295,92.3785073181008,0.64355960011579,"log","log_PFAS_scaled","PFHXS","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.11788049030805,0.279279864233219,-7.58336264636489,97.5561161516657,1.9844740023737e-11,"power","log_PFAS_scaled","PFNA","log_igy",110,"covariate",1.58757920189896e-10
"fixed","log_PFAS_scaled",0.359265766963848,0.2677215547435,1.34193814654952,105.885819804438,0.182486608442905,"power","log_PFAS_scaled","PFNA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0505940581237054,0.073894112631002,0.684683208476325,91.879213703224,0.495267414977555,"power","log_PFAS_scaled","PFNA","log_igy",110,"covariate",0.64630641387142
"fixed","DNA_sexU",0.599876494849018,0.576712102333092,1.04016630208073,83.9683753090513,0.30124847636719,"power","log_PFAS_scaled","PFNA","log_igy",110,"covariate",0.532596430301773
"fixed","age",0.017888798915632,0.00587750547743954,3.04360395482354,96.130981754469,0.00301492466703744,"power","log_PFAS_scaled","PFNA","log_igy",110,"covariate",0.0108773752693115
"fixed","log_PFAS_scaled:DNA_sexM",0.034522042789187,0.0743710601457597,0.464186509127708,92.3247806343807,0.643606817109809,"power","log_PFAS_scaled","PFNA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:DNA_sexU",-0.275110635078217,0.414056859643283,-0.664427188370287,109.343012689648,0.507815712627496,"power","log_PFAS_scaled","PFNA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",-0.00607977316278478,0.00553007939570011,-1.09940070074077,105.931079184048,0.274085628056429,"power","log_PFAS_scaled","PFNA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.24333477808569,0.247116181802973,-9.07805697594629,96.9112508928934,1.32181961422334e-14,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"covariate",1.87088314628535e-13
"fixed","PFAS_scaled",0.2249310438632,0.582187461535026,0.386355012301597,105.431145026346,0.700012371850098,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"main_effect",0.963394758214043
"fixed","PFAS_sq_scaled",-0.176948325361691,0.60299239184613,-0.293450344903927,108.781436468513,0.76973705824042,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0934780990501406,0.075653498927827,1.23560840377414,98.4965951507498,0.219543075543498,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"covariate",0.491713850218811
"fixed","DNA_sexU",-1.70193358181402,3.26870556538651,-0.520675095314916,109.791717909692,0.603641606222098,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"covariate",0.731110880346087
"fixed","age",0.0190896297845955,0.0053501742171865,3.5680389104477,98.0771097527502,0.000558459202819804,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"covariate",0.00244658317425819
"fixed","PFAS_scaled:DNA_sexM",-0.138082226075579,0.241581859233719,-0.57157530997388,87.5095141092266,0.569074933405343,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-8.00015817455326,13.323327228796,-0.600462484871072,109.565973451705,0.549438084528363,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",0.00142240991958744,0.0131833982058328,0.107894026819134,109.900742201248,0.914276485887873,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:DNA_sexM",0.235901556310841,0.283136892290316,0.833171383646317,98.964734207424,0.406754377862782,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:age",-0.00707105768831578,0.0131228041963326,-0.538837399577441,108.470545812353,0.591103227711502,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFNS","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.41780063019141,0.237074319435087,-10.1984923375618,84.0384983435388,2.31798834059908e-16,"power","log_PFAS_scaled","PFOA","log_igy",110,"covariate",2.46126345465291e-14
"fixed","log_PFAS_scaled",-0.115830664205328,0.220992937075842,-0.524137403384871,95.9106213721046,0.601392168677631,"power","log_PFAS_scaled","PFOA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0848360689705214,0.0748918557234885,1.13278096998622,97.8888269778562,0.260073240936297,"power","log_PFAS_scaled","PFOA","log_igy",110,"covariate",0.507107761449967
"fixed","DNA_sexU",1.10805454164901,1.42575756185958,0.777168974088271,102.309877336214,0.438852364345159,"power","log_PFAS_scaled","PFOA","log_igy",110,"covariate",0.626308309206238
"fixed","age",0.0234402406672143,0.00505280859228089,4.63905177469491,82.2202158628455,1.30563741351781e-05,"power","log_PFAS_scaled","PFOA","log_igy",110,"covariate",0.000100098868369699
"fixed","log_PFAS_scaled:DNA_sexM",0.00417943889978553,0.0735258713380999,0.0568431060213741,71.156363811919,0.954829493810031,"power","log_PFAS_scaled","PFOA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:DNA_sexU",-1.26009394490701,2.09145002912891,-0.602497753882192,109.767162939827,0.548085521663213,"power","log_PFAS_scaled","PFOA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",0.00481286675822293,0.00485530020355905,0.991260386885034,101.780361589133,0.323909200861831,"power","log_PFAS_scaled","PFOA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.28237556684194,0.246992118628946,-9.24068176552116,94.3801814307076,7.32161964466515e-15,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"covariate",1.12264834551532e-13
"fixed","exp_PFAS_scaled",0.374696145662478,0.178320470729854,2.10125143865352,104.682984213262,0.0380195317792031,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"main_effect",0.735044281064594
"fixed","DNA_sexM",0.0674041358176005,0.0729748371109592,0.923662710135435,97.1747470346366,0.357949830345741,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"covariate",0.573257407908194
"fixed","DNA_sexU",1.1306477486982,1.26568475378771,0.893309131926099,98.7500698131032,0.373863526896648,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"covariate",0.573257407908194
"fixed","age",0.0199913753291243,0.00537866015995461,3.71679465417146,93.691217110343,0.000343207429287359,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"covariate",0.00166184649970721
"fixed","exp_PFAS_scaled:DNA_sexM",-0.0697374979987549,0.0796587220800527,-0.875453386368318,104.050350251657,0.383343721435413,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:DNA_sexU",2.45257493612391,3.59506777642595,0.682205479464465,109.352696575942,0.496551541197786,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:age",-0.0114038111977838,0.00518386649195029,-2.19986591388726,109.940349315628,0.029909051571094,"exp","exp_PFAS_scaled","PFOS","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.29841923526436,0.264183042365786,-8.70010131869848,90.4361645018458,1.39862133429739e-13,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"covariate",1.51380191476894e-12
"fixed","PFAS_scaled",0.172974342975996,0.67588518360679,0.255922673216384,105.255041790603,0.798510037955821,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"main_effect",0.963394758214043
"fixed","PFAS_sq_scaled",-0.1431764050721,0.7299064150192,-0.196157208822906,105.460931077475,0.844864604314665,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0537195756330118,0.0759019885117526,0.707749252507316,93.693906929816,0.48085785721265,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"covariate",0.641143809616866
"fixed","DNA_sexU",0.496286874686077,0.441791874751947,1.12334993703704,81.726317340692,0.264577962495635,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"covariate",0.507107761449967
"fixed","age",0.0209551908052475,0.00571232448262058,3.66841744879908,91.6179000457767,0.000409435903221124,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"covariate",0.00183779131840239
"fixed","PFAS_scaled:DNA_sexM",-0.233662498290832,0.233338206122376,-1.00138979455549,102.486302060292,0.31899689863543,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.401042292764533,0.740522652980965,-0.54156654242803,109.263205184537,0.589219758396515,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.00228953229040202,0.0167261558965426,-0.13688335231141,106.848229780925,0.891380591995526,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:DNA_sexM",0.24335603665731,0.271502908201507,0.896329392084057,109.62824358895,0.372040880668686,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:age",-0.000886946469054213,0.0186389147776299,-0.0475857355235463,107.390720882162,0.962134783456746,"quadratic","PFAS_scaled + PFAS_sq_scaled","PFTEDA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.25210710382179,0.271985907030626,-8.28023454747674,97.8069163727288,6.45568927151081e-13,"linear","PFAS_scaled","PFTRDA","log_igy",110,"covariate",6.59914903309994e-12
"fixed","PFAS_scaled",0.47592511931769,0.354367046945507,1.34302871392801,109.858910062893,0.182030755096415,"linear","PFAS_scaled","PFTRDA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0294413980510456,0.0749452711606323,0.392838635381585,93.2778539929048,0.695334990426355,"linear","PFAS_scaled","PFTRDA","log_igy",110,"covariate",0.789882336539654
"fixed","DNA_sexU",0.578482860776524,0.552827848957512,1.04640687307521,81.9318440553436,0.298450512196797,"linear","PFAS_scaled","PFTRDA","log_igy",110,"covariate",0.532596430301773
"fixed","age",0.0209555744703109,0.00567208860482072,3.69450760210282,95.13771559379,0.000367862340662721,"linear","PFAS_scaled","PFTRDA","log_igy",110,"covariate",0.0017355556585113
"fixed","PFAS_scaled:DNA_sexM",0.00983965096381328,0.0694627053927288,0.141653724947535,74.7809781856432,0.887734453153249,"linear","PFAS_scaled","PFTRDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.355766673238213,0.571615781367065,-0.622387773107608,109.254634015298,0.534983734343659,"linear","PFAS_scaled","PFTRDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.0098702635912228,0.00699923849656949,-1.41019106522238,109.980560535487,0.161305201162371,"linear","PFAS_scaled","PFTRDA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.18553986799003,0.269800619790725,-8.10057393376366,96.7643880159633,1.66278674099003e-12,"linear","PFAS_scaled","PFUNDA","log_igy",110,"covariate",1.52976380171083e-11
"fixed","PFAS_scaled",0.469843559568253,0.341160236433916,1.3771932053965,109.470358060182,0.171262068254631,"linear","PFAS_scaled","PFUNDA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0461897150602735,0.0730088589503192,0.632659046098837,91.2173218212022,0.528539093361745,"linear","PFAS_scaled","PFUNDA","log_igy",110,"covariate",0.671762955941016
"fixed","DNA_sexU",0.491540898418547,0.425280050172958,1.15580521169202,80.623700968604,0.251174517737219,"linear","PFAS_scaled","PFUNDA","log_igy",110,"covariate",0.502349035474439
"fixed","age",0.0194459270993429,0.00565942245516971,3.43602677718106,94.365042797882,0.000879317349237883,"linear","PFAS_scaled","PFUNDA","log_igy",110,"covariate",0.00351726939695153
"fixed","PFAS_scaled:DNA_sexM",0.042650550288006,0.0691747580443315,0.616562334206834,74.6235998369819,0.539399903109597,"linear","PFAS_scaled","PFUNDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.202368507792916,0.299138256410907,-0.676504938622544,109.522167954259,0.500146337208423,"linear","PFAS_scaled","PFUNDA","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.00866333595991245,0.00671015453442071,-1.2910784566097,109.992944933305,0.199383348186276,"linear","PFAS_scaled","PFUNDA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.35208203142392,0.258502128775283,-9.09888844075475,91.072007351035,1.94891037451513e-14,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"covariate",2.56142506364846e-13
"fixed","PFAS_scaled",0.845923062836517,0.704801621229238,1.2002285995897,109.998865231787,0.232629073199029,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"main_effect",0.963394758214043
"fixed","PFAS_sq_scaled",-0.648745270661711,0.690679755307639,-0.93928519791745,106.805027553077,0.349703721480879,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0273579299461578,0.0744863896626887,0.367287635634484,101.139874120116,0.71417187961544,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"covariate",0.806181753676324
"fixed","DNA_sexU",0.580567130643503,0.444713113326426,1.30548687062744,81.5897909358816,0.195396456811917,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"covariate",0.460935231453754
"fixed","age",0.0229535638061707,0.00547118958482898,4.19535156848128,90.054819249565,6.37134859913199e-05,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"covariate",0.000355250952194026
"fixed","PFAS_scaled:DNA_sexM",-0.130385903185345,0.249733431641234,-0.522100314437103,65.1664304149175,0.603370760015203,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.476564521574001,0.735061483420352,-0.648332870546385,109.401384101743,0.518128163448403,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.0257063170631576,0.0176381810426224,-1.45742449298137,109.82750178517,0.14785265659762,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:DNA_sexM",0.0778172303094407,0.260771115823738,0.298412000361418,71.5691173064386,0.766253412609634,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:age",0.0198520846470165,0.0170607628662978,1.16361060771982,106.995916654384,0.24717017516033,"quadratic","PFAS_scaled + PFAS_sq_scaled","TOTAL_PFAS","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.32848355439344,0.239073006039327,-9.73963390082781,93.0748417669785,7.21667341435537e-16,"linear","PFAS_scaled","chain_long","log_igy",115,"covariate",2.46126345465291e-14
"fixed","PFAS_scaled",0.111838404893311,0.19140514603163,0.584301975218732,114.955608541526,0.560162080651377,"linear","PFAS_scaled","chain_long","log_igy",115,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0322341528644295,0.0719407539836373,0.448065263143629,102.462481221531,0.65505208524157,"linear","PFAS_scaled","chain_long","log_igy",115,"covariate",0.769020459431289
"fixed","DNA_sexU",0.484385482588849,0.392978734832878,1.23259973035142,81.6379511194523,0.221263037010294,"linear","PFAS_scaled","chain_long","log_igy",115,"covariate",0.491713850218811
"fixed","age",0.0219229606404219,0.00507935389199942,4.31609238233098,89.9765175788081,4.06978936001222e-05,"linear","PFAS_scaled","chain_long","log_igy",115,"covariate",0.000253094732017388
"fixed","PFAS_scaled:DNA_sexM",-0.111107070877835,0.0744510111326538,-1.49235140245266,86.2834973614371,0.139254535115626,"linear","PFAS_scaled","chain_long","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.82486510753334,1.26830453102379,-0.650368336118378,113.060271451603,0.516773749445903,"linear","PFAS_scaled","chain_long","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.00329422915351647,0.00370362811890718,-0.889460023456268,112.798471574066,0.375648911594005,"linear","PFAS_scaled","chain_long","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.37608121077691,0.244917679688597,-9.70155038949413,96.5385750752214,6.18131433579783e-16,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"covariate",2.46126345465291e-14
"fixed","exp_PFAS_scaled",0.0536961223520053,0.118101288511193,0.45466161317043,77.2486848822971,0.650627813479415,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.118619141577774,0.126424345095411,0.938261863158189,107.698919913961,0.350209273769278,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"covariate",0.573257407908194
"fixed","DNA_sexU",0.790496147808581,0.789211015313733,1.00162837627695,89.8015636274836,0.319214463937892,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"covariate",0.548929545463292
"fixed","age",0.0227174040763668,0.0052108951133887,4.35959726343319,93.3844615337104,3.34849888982371e-05,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"covariate",0.000228193998417616
"fixed","exp_PFAS_scaled:DNA_sexM",0.307626765674417,0.626165509424579,0.491286666295487,106.600874529921,0.624233685315098,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:DNA_sexU",4.28572399138592,6.27146238706145,0.683369161270539,112.593799841291,0.495777451093414,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:age",-0.000608302863201167,0.00303545130887753,-0.200399479781512,65.4364152684666,0.841789702756682,"exp","exp_PFAS_scaled","chain_short","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.06751250006142,0.270629677729907,-7.63963700287458,98.2174895265178,1.46204612596697e-11,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"covariate",1.28103089132344e-10
"fixed","PFAS_scaled",-0.844050720892341,0.756994461623122,-1.115002504883,87.8463402947515,0.267890430032027,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"main_effect",0.963394758214043
"fixed","PFAS_sq_scaled",1.43720899147615,1.35520321615234,1.0605117921404,89.5262156526102,0.29176453641389,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0155326090300985,0.106886039400598,0.145319343079819,113.284430950587,0.884716988107569,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"covariate",0.911506102567586
"fixed","DNA_sexU",0.272098551282601,0.256078098250729,1.06256080914888,108.470505274213,0.29034108858665,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"covariate",0.523752551960231
"fixed","age",0.0165262147925819,0.00587530200011451,2.81282813926157,94.4235772446205,0.00597413299987977,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"covariate",0.0203563050366274
"fixed","PFAS_scaled:DNA_sexM",0.0226768860248617,0.300604202531975,0.0754376879426678,114.644238079017,0.939997955350856,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",0.0123059113974234,0.0156592670124252,0.785854879903319,85.2297747221728,0.434131863385412,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:DNA_sexM",-0.35984699710829,0.749515556583038,-0.480106108469309,103.452869838606,0.632165530859104,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_sq_scaled:age",-0.0241811278586886,0.0275513413126223,-0.877675158690383,88.6466333759097,0.382492574377779,"quadratic","PFAS_scaled + PFAS_sq_scaled","func_amine","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.25353593172769,0.260132406036617,-8.66303420655125,105.222721688412,5.93277157386812e-14,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"covariate",7.27753313061156e-13
"fixed","exp_PFAS_scaled",0.590906597206528,0.586682114355271,1.00720063343997,90.0553180579326,0.316536996283342,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.129591698997503,0.0963472954112456,1.34504760558517,114.753970206734,0.181262051638853,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"covariate",0.447798817003678
"fixed","DNA_sexU",0.20798944380389,0.275983518376398,0.753629945104999,78.9135248871139,0.453314199720169,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"covariate",0.63671612785123
"fixed","age",0.020638257454792,0.00546643151253284,3.77545340273171,100.162101659051,0.000270958865088668,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"covariate",0.00134747111287338
"fixed","exp_PFAS_scaled:DNA_sexM",0.442459131663413,0.360166606902273,1.22848460458043,111.516205384148,0.221851418565468,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:DNA_sexU",-1.49631953240427,2.20528183405149,-0.678516237380539,112.585422998972,0.498836740617868,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:age",-0.0112880193013778,0.0109205921700823,-1.0336453486746,83.3420832291632,0.304292098504654,"exp","exp_PFAS_scaled","func_carboxyl","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.31334209384498,0.24035976128144,-9.62449821680534,97.7158958981272,8.1180305073457e-16,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"covariate",2.46126345465291e-14
"fixed","exp_PFAS_scaled",0.342865668499874,0.154999379747527,2.21204542275173,99.7764795300691,0.0292444782734909,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"main_effect",0.735044281064594
"fixed","DNA_sexM",0.0588089553027811,0.0697994165259868,0.842542219258897,100.353303146256,0.401488083363263,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"covariate",0.59456868746314
"fixed","DNA_sexU",1.09435436937316,1.20139500155325,0.910903048504694,97.7738400315765,0.364586738745251,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"covariate",0.573257407908194
"fixed","age",0.02085088357118,0.0051290083862055,4.0652855291207,96.6551731211008,9.7792621680815e-05,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"covariate",0.00051410978255057
"fixed","exp_PFAS_scaled:DNA_sexM",-0.0756636739547155,0.0733490436200979,-1.03155638056586,104.857906937527,0.304653418024785,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:DNA_sexU",2.20022614056741,3.12599122676577,0.703849109277194,112.578538646492,0.48298002518578,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"interaction",0.996458388374059
"fixed","exp_PFAS_scaled:age",-0.0101412871897404,0.00410167524120105,-2.47247443870539,101.532400966904,0.0150795605886259,"exp","exp_PFAS_scaled","func_sulfonate","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.32874386978361,0.239209214086236,-9.73517629193033,93.0802736595516,7.37106255085165e-16,"linear","PFAS_scaled","age_Legacy","log_igy",115,"covariate",2.46126345465291e-14
"fixed","PFAS_scaled",0.112544153527547,0.190969571109969,0.589330294210795,114.9455528187,0.556796251937558,"linear","PFAS_scaled","age_Legacy","log_igy",115,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0321399544424245,0.0719812255615045,0.446504684960698,102.453783988865,0.656175065927785,"linear","PFAS_scaled","age_Legacy","log_igy",115,"covariate",0.769020459431289
"fixed","DNA_sexU",0.493769807553852,0.403612970502855,1.22337447911714,81.3516570484276,0.224720106616741,"linear","PFAS_scaled","age_Legacy","log_igy",115,"covariate",0.491713850218811
"fixed","age",0.0219297611279174,0.00508243516125704,4.31481375209388,89.9895060765393,4.0888473269788e-05,"linear","PFAS_scaled","age_Legacy","log_igy",115,"covariate",0.000253094732017388
"fixed","PFAS_scaled:DNA_sexM",-0.110874425008997,0.074483623360305,-1.48857453500424,86.3316985912797,0.140243361221527,"linear","PFAS_scaled","age_Legacy","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_scaled:DNA_sexU",-0.851734160687824,1.30672728563405,-0.651807129193408,113.052928156407,0.515848528905979,"linear","PFAS_scaled","age_Legacy","log_igy",115,"interaction",0.996458388374059
"fixed","PFAS_scaled:age",-0.00328794029438798,0.00369485471457179,-0.889869980928068,112.674041150698,0.375431756121158,"linear","PFAS_scaled","age_Legacy","log_igy",115,"interaction",0.996458388374059
"fixed","(Intercept)",-2.24075596919436,0.228209637951991,-9.81884897282803,84.0651084384315,1.32967906275188e-15,"log","log_PFAS_scaled","age_next_gen","log_igy",115,"covariate",3.05826184432932e-14
"fixed","log_PFAS_scaled",-0.103380708590301,0.221452956298811,-0.466829209770438,109.068693282559,0.641553256562189,"log","log_PFAS_scaled","age_next_gen","log_igy",115,"main_effect",0.963394758214043
