"effect","term","estimate","std.error","statistic","df","p.value","best_shape_model","focal_terms","pfas_var","immune_var","n_obs","test_type","FDR_p"
"fixed","log_PFAS_scaled",0.246361101074898,0.272764479623679,0.903200817843995,79.3860777114166,0.369151846600156,"log","log_PFAS_scaled","PFHPA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0562211404514509,0.0723514469513298,0.777056200261902,93.0518482737622,0.439096586345678,"log","log_PFAS_scaled","PFHPA","log_igy",110,"covariate",0.626308309206238
"fixed","DNA_sexU",0.446355285873349,0.371611853288896,1.20113306914983,83.0240025767591,0.233115030006028,"log","log_PFAS_scaled","PFHPA","log_igy",110,"covariate",0.491713850218811
"fixed","age",0.0227381597417282,0.00517745202383866,4.39176638180989,89.4797454190476,3.07544023417851e-05,"log","log_PFAS_scaled","PFHPA","log_igy",110,"covariate",0.000217646539649556
"fixed","log_PFAS_scaled:DNA_sexM",0.0930753018578511,0.070873938663264,1.31325143788142,90.7204298778188,0.192410149412274,"log","log_PFAS_scaled","PFHPA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:DNA_sexU",-0.112974034411928,0.199888094802738,-0.565186408542327,109.719368015412,0.573100847063062,"log","log_PFAS_scaled","PFHPA","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",-0.00535608263301452,0.00575761702857837,-0.930260315409864,83.9957373073706,0.354902243026719,"log","log_PFAS_scaled","PFHPA","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.39917034070903,0.258439514147088,-9.28329535298369,93.9959330857502,6.14570962119369e-15,"power","log_PFAS_scaled","PFHPS","log_igy",110,"covariate",1.02800960936331e-13
"fixed","log_PFAS_scaled",0.0803653174968775,0.238635576217819,0.336770060736973,77.8953623218757,0.73719588937503,"power","log_PFAS_scaled","PFHPS","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0542640521565245,0.075464003796089,0.719072000249962,97.1735466975054,0.473822235932483,"power","log_PFAS_scaled","PFHPS","log_igy",110,"covariate",0.636869867974324
"fixed","DNA_sexU",-0.552522324356285,1.30737370686773,-0.422620036990069,105.757437652524,0.673430537370172,"power","log_PFAS_scaled","PFHPS","log_igy",110,"covariate",0.779315841988124
"fixed","age",0.0236254973141884,0.00553134847154553,4.27120031141107,95.2128051612275,4.6036978392984e-05,"power","log_PFAS_scaled","PFHPS","log_igy",110,"covariate",0.000265211518892376
"fixed","log_PFAS_scaled:DNA_sexM",0.00917795108904126,0.0596572871442005,0.153844593483723,53.5878138898479,0.878310183837644,"power","log_PFAS_scaled","PFHPS","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:DNA_sexU",2.50932545399416,3.80265688137155,0.659887424049971,109.197019948107,0.510715528047924,"power","log_PFAS_scaled","PFHPS","log_igy",110,"interaction",0.996458388374059
"fixed","log_PFAS_scaled:age",-0.00275322965258305,0.00729163562316684,-0.377587388464057,67.9860652204649,0.70691336452053,"power","log_PFAS_scaled","PFHPS","log_igy",110,"interaction",0.996458388374059
"fixed","(Intercept)",-2.20382417086621,0.217799662913657,-10.1185839380288,81.0950919369758,4.906014048911e-16,"log","log_PFAS_scaled","PFHXA","log_igy",110,"covariate",2.46126345465291e-14
"fixed","log_PFAS_scaled",0.201119742663954,0.195123565677019,1.03073015279384,96.1849379724019,0.305252255797862,"log","log_PFAS_scaled","PFHXA","log_igy",110,"main_effect",0.963394758214043
"fixed","DNA_sexM",0.0827341001780586,0.0700939182057783,1.18033207867153,105.915814429666,0.240512209346157,"log","log_PFAS_scaled","PFHXA","log_igy",110,"covariate",0.491713850218811
"fixed","DNA_sexU",0.265633862086433,0.249664677075703,1.06396253245663,108.594782867532,0.289705789921407,"log","log_PFAS_scaled","PFHXA","log_igy",110,"covariate",0.523752551960231
"fixed","age",0.0183037415939614,0.00463424644185926,3.94966944973647,78.3956729152533,0.000169870143924063,"log","log_PFAS_scaled","PFHXA","log_igy",110,"covariate",0.000868225180056322
