"effect","term","estimate","std.error","statistic","df","p.value","pfas_var","immune_var","n_obs","test_type","FDR_p"
"fixed","PFAS_scaled:DNA_sexM",0.071978953270105,0.309793036564657,0.232345291128202,66.8718457475578,0.816979451704253,"PFDOA","log_igy",110,"interaction",0.941929250200197
"fixed","PFAS_scaled:age",-0.00357042137587894,0.00510708371662119,-0.699111581871837,100.290046698019,0.486100512742307,"PFDOA","log_igy",110,"interaction",0.85056599654775
"fixed","(Intercept)",-1.70211895576049,0.319927848889988,-5.32032132140451,108.267156869826,5.63802911527402e-07,"PFDS","log_igy",109,"covariate",7.24889457678088e-06
"fixed","PFAS_scaled",1.1696472797891,0.47709220040305,2.45161685477352,87.7029053516484,0.0162043842448006,"PFDS","log_igy",109,"main_effect",0.194452610937607
"fixed","DNA_sex003-M",-0.320835703465864,0.382574444163388,-0.838622935641888,58.7284026325446,0.405081423855015,"PFDS","log_igy",109,"covariate",0.565229893751184
"fixed","DNA_sexF",-0.529717427967206,0.179727655710645,-2.94733398637343,69.4918562444357,0.0043607904544617,"PFDS","log_igy",109,"covariate",0.0153910251333942
"fixed","DNA_sexM",-0.531866732445805,0.190408620171404,-2.79329124893097,81.6073412390393,0.00649885635063108,"PFDS","log_igy",109,"covariate",0.0218697132952536
"fixed","age",0.0203808029107143,0.0052681494372398,3.86868352037345,95.2628963095797,0.00020018264345611,"PFDS","log_igy",109,"covariate",0.00138587983931153
"fixed","PFAS_scaled:DNA_sexF",-0.748404768951601,0.416271159578123,-1.79787802188863,78.2145629383181,0.0760553131120706,"PFDS","log_igy",109,"interaction",0.526073428679794
"fixed","PFAS_scaled:DNA_sexM",-0.812493903499335,0.42277112257721,-1.9218292359856,84.9083289290883,0.0579814485375262,"PFDS","log_igy",109,"interaction",0.526073428679794
"fixed","PFAS_scaled:age",-0.00806712127865166,0.00463480231344631,-1.74055347630419,100.445370848021,0.084824239973048,"PFDS","log_igy",109,"interaction",0.526073428679794
"fixed","(Intercept)",-1.99027526286324,0.326413717990572,-6.09740079282063,109.663406962657,1.64590504036081e-08,"PFHPA","log_igy",110,"covariate",2.96262907264946e-07
"fixed","PFAS_scaled",-0.125150819598017,1.09553124152277,-0.114237563343296,86.1865255053347,0.90931518180908,"PFHPA","log_igy",110,"main_effect",0.946263958971134
"fixed","DNA_sex003-M",0.916704477199234,1.57940811273915,0.580410135800432,67.6734006648606,0.563565823954753,"PFHPA","log_igy",110,"covariate",0.671800319946063
"fixed","DNA_sexF",-0.251879131462272,0.18851991111376,-1.33608768418249,66.2962910846551,0.186088803611852,"PFHPA","log_igy",110,"covariate",0.313046585515265
"fixed","DNA_sexM",-0.221742460791474,0.196491453355592,-1.1285094440733,76.2502285048262,0.262643015146089,"PFHPA","log_igy",110,"covariate",0.425907592128794
"fixed","age",0.0198601399486445,0.00557466920428551,3.56256832842694,94.9620190229354,0.000576437860009139,"PFHPA","log_igy",110,"covariate",0.00296453756576129
"fixed","PFAS_scaled:DNA_sexF",0.439654275987962,0.872799352720507,0.50372892076233,68.0728533313249,0.616078212511784,"PFHPA","log_igy",110,"interaction",0.890545981047171
"fixed","PFAS_scaled:DNA_sexM",0.541301017178081,0.873894005518338,0.619412667623251,70.3970719875415,0.537644127112766,"PFHPA","log_igy",110,"interaction",0.881079687275394
"fixed","PFAS_scaled:age",-0.00766732470161349,0.0145116274506558,-0.528357327783178,107.356447876675,0.598341880695082,"PFHPA","log_igy",110,"interaction",0.890545981047171
"fixed","(Intercept)",-1.94867448819537,0.288472459221176,-6.75514915169527,103.869672938183,8.46387034320368e-10,"PFHPS","log_igy",110,"covariate",2.47285414778337e-08
"fixed","PFAS_scaled",0.411664290915891,0.509329861375271,0.808246918420084,105.686708296279,0.420764034955739,"PFHPS","log_igy",110,"main_effect",0.927108013918596
"fixed","DNA_sex003-M",0.0714377074469954,0.325081031020032,0.219753540287601,60.8309157106731,0.82679887846948,"PFHPS","log_igy",110,"covariate",0.865254640258759
"fixed","DNA_sexF",-0.333527184874014,0.1396557167004,-2.38821004076418,92.3180386814201,0.0189670180539124,"PFHPS","log_igy",110,"covariate",0.0494791775319455
"fixed","DNA_sexM",-0.340825292129562,0.149140741155165,-2.28525947698603,101.467768719392,0.0243781078982544,"PFHPS","log_igy",110,"covariate",0.0601104030367918
