bird_id,igy,clysis,PCR_avmal,DNA_sex,field_id,lat,long,date,year,nest_name,county,nest_no,fws,field_sex,blood_vol,feathers,weight_kg,culman_mm,hallux_mm,bill_mm,primary_mm,foot_mm,Crop,Notes,age,FOV,RBC_per_FOV,L,H,E,M,B,Total_count,H_L,Lperc,Hperc,Eperc,Mperc,Bperc,wslh_specimen_id,FTSA10_2,PF3OUDS11CL,FTSA4_2,DIPAP6_2,FTSA6_2,DIPAP8_2,FTSA8_2,CL_9PF3ONS,DONA,FOSA,N_ETFOSA,N_ETFOSAA,N_ETFOSE,N_MEFOSA,N_MEFOSAA,N_MEFOSE,PFBA,PFBS,PFDA,PFDOA,PFDS,PFHPA,PFHPS,PFHXA,PFHXDA,PFHXS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFODA,PFOS,PFPEA,PFPES,PFTEDA,PFTRDA,PFUNDA,PFEESA,PFDoS,ADONA,HFPO-DA,NFDHA,3:3FTCA,5:3FTCA,6:2FTS,7:3FTCA,TOTAL_PFAS,PCA_score,Q_residual
DO16-001,0.19185,0.00895,,F,BAEA-DO16-2024-L-001,45.41288,-86.87653,5/16/24,2024,Ulm,DOOR,DO-16a,0709-05684,F,12,Y,3.72,38.3,31.1,30.7,100,145,4-Mar,,33.9,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.16,0,0,0.677,0,0,0,0,0,0,0,0,12.6,5.14,0.654,0,1.14,0,0,2.27,0,0,7.37,0.088,0.178,0,187,0,0,1.14,5.58,14.4,,,,,,,,,,238.397,1.242593245,4.386616392
DO16-002,0.66375,0.06235,,F,BAEA-DO16-2024-L-002,45.41288,-86.87653,5/16/24,2024,Ulm,DOOR,DO-16a,0709-05685,F,12,Y,3.99,41.6,31.7,31.9,129,145,2-Jan,,38,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.192,0,0,0.656,0,0,0,0,0,0,0,0,14.6,5.33,1.11,0,1.37,0,0,2.45,0,0,7.82,0.126,0.189,0,195,0,0,1.32,6.49,18.4,,,,,,,,,,255.053,0.971446219,5.152570986
DO16-003,0.39465,0.05975,,M,BAEA-DO16-2024-L-003,45.41288,-86.87653,5/16/24,2024,Ulm,DOOR,DO-16a,0709-05686,M,8,Y,3,35.5,28,27,80,133,4-Jan,,31.1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.139,0,0,0.759,0,0,0,0,0,0,0,0,12.4,4.88,0.904,0,1.01,0,0,2.16,0,0,6.27,0.101,0.093,0,154,0,0,0.94,7.06,13.7,,,,,,,,,,204.416,1.369198968,3.643752393
DO18-001,0.2206,0.04545,,M,BAEA-DO18-2024-L-001,44.95188,-87.20525,5/15/24,2024,Clark Lake,DOOR,DO-18,0709-05682,M,12,Y,3.91,43.8,32.7,31.4,226,136,Empty,,51.5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,21.4,6.31,1.16,0,1.44,0,0,1.04,0,0,17.1,0.104,1.27,0,236,0,0,1.37,11.7,14.5,,,,,,,,,,313.508,0.865766493,2.746258596
DO18-002,0.4032,0.05465,,M,BAEA-DO18-2024-L-002,44.95188,-87.20525,5/15/24,2024,Clark Lake,DOOR,DO-18,0709-05683,M,12,Y,2.92,40.5,31.4,27.8,189,130,Empty,Deformed toes - fused talons,46.4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,3.57,0.673,0,0.888,0,0,0.712,0,0,10.3,0.059,0.484,0,148,0,0,0.891,6.58,9.59,,,,,,,,,,194.247,1.79132614,1.061432567
DO29-001,0.1674,0.04465,,F,BAEA-DO29-2024-L-001,44.82884,-87.6005,5/15/24,2024,Lime Kiln Road,DOOR,DO-29a,0709-05680,M,8,Y,3.56,37.7,30.5,29.5,87,135,Empty,,32.1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.589,0,0,0.95,0,0.958,0,0,0.384,0,0,0,10.4,5.93,0.77,0,0.888,0,0,0.728,0,0,3.06,0.107,0.116,0,136,0,0,1.48,5.02,9.24,,,,,,,,,,176.62,1.114451524,3.548801201
DO29-002,0.2468,0.09325,,F,BAEA-DO29-2024-L-002,44.82884,-87.6005,5/15/24,2024,Lime Kiln Road,DOOR,DO-29a,0709-05681,M,12,Y,4.04,43.5,31.9,31.8,130,139,Empty,,38.1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.609,0,0,0.884,0,0.696,0,0,0.349,0,0,0,11.5,6.49,0.975,0,1.06,0,0,1,0,0,3.55,0.115,0.172,0,135,0,0,1.55,5.54,9.53,,,,,,,,,,179.02,0.899618843,3.171956386
DU58-001,0.30065,0.0793,,M,BAEA-DU58-2024-S-001,46.70998,-91.73818,6/10/24,2024,Barden Creek East,DOUGLAS,DU-58a,0829-04155,F,12,Y,3.9,43.1,33.6,33.6,260,153,0,,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245929809,2.868443372
DU58-002,0.21925,0,,M,BAEA-DU58-2024-S-002,46.70998,-91.73818,6/10/24,2024,Barden Creek East,DOUGLAS,DU-58a,0829-04161,F,12,Y,4.03,48.8,34.4,33.1,282,150,0,Fishing lure removed from left leg,59.4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,37.6,10,2.16,0,1.6,0,0,1.33,0,0,92.9,0.176,0.383,0,153,0,0.015,2.47,22.2,55.9,,,,,,,,,,379.846,4.184358556,17.64981643
DU58-001,0.314,0.02233333,N,F,BAEA-DU58-2023-S-001,46.70998,-91.73818,6/12/23,2023,Barden Creek East,DOUGLAS,DU-58a,0709-05624,F,12,Y,4.81,47.5,36.5,32.9,220,164,0.5,,50.7,45,225,36,66,4,1,7,114,1.833333333,0.36,0.66,0.04,0.01,0.07,23CR000972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,32.4,6.88,0.933,0,0.897,0,0,0.926,0,0,71.4,0.108,0.668,0,123,0,0,2.15,12.1,40.9,,,,,,,,,,292.439,2.245929809,2.868443372
DU58-002,0.331,0.01166667,N,F,BAEA-DU58-2023-M-002,46.70998,-91.73818,6/12/23,2023,Barden Creek East,DOUGLAS,DU-58a,0709-05625,F,12,Y,5.53,49.5,36.4,35.2,304,162,0.5,,62.5,50,200,50,27,3,1,0,81,0.54,0.5,0.27,0.03,0.01,0,23CR000973,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0.102,0,47.8,8.92,1.35,0,1.63,0,0,1.25,0,0,120,0.171,0.799,0,183,0,0,2.88,17.5,62.9,,,,,,,,,,448.438,4.184358556,17.64981643
DU81-001,0.33755,0.0044,,F,BAEA-DU81-2024-S-001,46.74523,-92.10049,6/10/24,2024,Connors Point,DOUGLAS,DU-81,0829-04152,F,12,Y,5.06,51.7,39.5,34.2,307,151,0,,62.9,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.116,0,0,0.065,0,0,0,0,0,0,0.853,0,13.1,4.02,2.42,0.056,2.53,0,0,6.37,0,0,29.6,0.164,0.364,0,155,0,0,1.7,6.2,15,,,,,,,,,,237.558,2.378033038,101.24838
DU81-002,0.26805,0.03615,,F,BAEA-DU81-2024-S-002,46.74523,-92.10049,6/10/24,2024,Connors Point,DOUGLAS,DU-81,0829-04153,F,6,Y,4.88,52.7,41.8,35.1,310,152,0,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DU81-003,,,,,BAEA-DU81-2024-S-003,46.74523,-92.10049,6/10/24,2024,Connors Point,DOUGLAS,DU-81,0829-04154,F,0,Y,3.74,48.4,36.4,33,302,140,0,,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE02-001,0.19745,0.05605,,F,BAEA-KE02-2024-L-001,44.65755,-87.4621,5/14/24,2024,Ahnapee River,KEWAUNEE,KE-02,0709-05634,F,12,Y,4.38,43.7,35.3,32.1,162,142,Full,,42.6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,8.25,2.43,0.224,0,1.14,0,0,0.778,0,0,8.29,0,0.656,0,116,0,0,0.627,2.33,5.08,,,,,,,,,,145.928,2.255225696,1.92665756
KE08-001,0.4998,0.04455,,M,BAEA-KE08-2024-S-001,44.5944,-87.45978,5/14/24,2024,Evergreen Dr,KEWAUNEE,KE-08,0709-05644,F,8,Y,2.82,38.1,27.6,27.9,92,143,Full,,32.8,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,8.6,2.37,0.804,0,1.87,0,0,0.88,0,0,7.79,0.087,0.553,0,168,0,0,0.738,5.18,6.22,,,,,,,,,,203.308,1.508240356,3.384496499
KE08-002,,,,F,BAEA-KE08-2024-S-002,44.5944,-87.45978,5/14/24,2024,Evergreen Dr,KEWAUNEE,KE-08,0709-05646,U,4,Y,2.7,36.9,26.9,26.7,74,139,Full,,30.3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8.92,2.45,0.412,0,1.74,0,0,0.882,0,0,8.25,0,0.442,0,180,0,0,0.746,2.81,6.05,,,,,,,,,,212.902,1.78277974,3.556135985
MC03-001,,,,,BAEA-MC03-2024-S-001,44.1795,-87.58633,5/13/24,2024,Two Rivers,MANITOWOC,MC-03b,0709-05641,F,0,Y,3.85,42.6,37.7,30.2,218,149,Full,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC03-002,0.23415,0.0524,,F,BAEA-MC03-2024-S-002,44.1795,-87.58633,5/13/24,2024,Two Rivers,MANITOWOC,MC-03b,0709-05642,F,12,Y,4.94,47.6,37.1,35,207,147,Full,,48.9,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,3.69,1.15,0,1.39,0,0,1.44,0,0,8.73,0.073,0.243,0,179,0,0,1.17,7.96,8.95,,,,,,,,,,225.696,1.392410692,1.937311684
MC06-001,,0.0987,,F,BAEA-MC06-2024-L-001,44.289,-87.53989,5/13/24,2024,Point Beach Power,MANITOWOC,MC-06,0709-05632,F,12,Y,5.18,48.3,37.7,33.9,240,145,4-Jan,,53.5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,21.8,5.27,0.721,0,2.19,0,0,1.44,0,0,12.9,0.094,0.539,0,235,0,0,1.71,7.25,15.1,,,,,,,,,,304.229,0.772018855,3.564540011
MC06-002,0.4935,0.09285,,,BAEA-MC06-2024-L-002,44.289,-87.53989,5/13/24,2024,Point Beach Power,MANITOWOC,MC-06,0709-05633,M,12,Y,4.09,42.3,35.2,30.4,220,134,4-Jan,,50.7,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,21.4,5.3,1.03,0,2.15,0,0,1.95,0,0,16.9,0.102,0.714,0,200,0,0,1.64,8.63,17.5,,,,,,,,,,277.513,0.99831622,3.84864023
MC14-001,0.2039,0.0031,,M,BAEA-MC14-2024-L-001,44.09149,-87.71203,5/13/24,2024,South Rapids Road,MANITOWOC,MC-14,0709-05630,M,9,Y,3.97,42.7,36.9,30.5,233,135,Empty,,52.5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,6.99,2.91,1.44,0,1.75,0,0,1.8,0,0,7.79,0.063,0.847,0,144,0,0,1.41,4.75,5.68,,,,,,,,,,179.52,1.434305451,3.096989125
MC14-002,0.2687,0.08835,,M,BAEA-MC14-2024-L-002,44.09149,-87.71203,5/13/24,2024,South Rapids Road,MANITOWOC,MC-14,0709-05631,M,12,Y,3.42,40.6,32.6,29.1,204,131,4-Jan,,48.5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,6.52,2.98,0.958,0,1.47,0,0,1.69,0,0,8.01,0.069,1.49,0,128,0,0,1.47,3.63,5.58,,,,,,,,,,162.01,1.489823432,2.772039561
MC17-001-002,0.19565,0.07775,,M,BAEA-MC17-2024-S-001,44.145717,-87.683452,5/14/24,2024,Airport North,MANITOWOC,MC-17,0709-05643,F,12,Y,3.29,39.6,30,28.5,135,140,2-Jan,,38.8,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,2.11,0.761,0,1.09,0,0,0.917,0,0,8.62,0.044,0.699,0,132,0,0,0.714,4.95,6.32,,,,,,,,,,167.325,2.125769426,0.916697067
OU06-001,0.61,0.13133333,N,M,BAEA-OU06-2023-M-001,44.27374,-88.36438,5/18/23,2023,Potato Point Road,OUTAGAMIE,OU-06a,0709-05666,M,12,Y,2.69,36.4,29.2,27.2,111,128,0.5,,35.4,20,500,19,128,5,1,13,166,6.736842105,0.19,1.28,0.05,0.01,0.13,23CR000947,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,4.68,1.17,0.6,0,0.698,0,0,0.488,0,0,3.46,0.102,0.083,0,123,0,0,0.355,0.975,3.15,,,,,,,,,,139.082,2.696421457,1.379255306
OU13-001,0.951,0.118,N,M,BAEA-OU13-2023-S-001,44.28427,-88.33238,5/18/23,2023,Hwy OO,OUTAGAMIE,OU-13a,0709-05667,M,12,Y,3.31,42.5,33.2,28.3,172,132,0.75,,44,20,500,30,120,20,3,0,173,4,0.3,1.2,0.2,0.03,0,23CR000946,0.152,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0.178,0,5.43,1.95,1.08,0,1.28,0,0,1.34,0,0,4.14,0.136,0.215,0,166,0,0,0.803,1.58,3.8,,,,,,,,,,188.247,1.786338227,2.835950034
SB7-001,,,,M,BAEA-SB7-2024-S-001,43.56843,-87.78925,5/13/24,2024,Amsterdam Cemetary,SHEBOYGAN,SB-07,0709-05639,U,4,Y,3.43,41,31.4,29.4,142,140,4-Jan,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB7-002,0.25095,0.0722,,M,BAEA-SB7-2024-S-002,43.56843,-87.78925,5/13/24,2024,Amsterdam Cemetary,SHEBOYGAN,SB-07,0709-05640,F,12,Y,3.48,42.1,32.3,30.8,185,143,4-Jan,,45.8,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,6.64,1.95,0.982,0,1.21,0,0,1.42,0,0,5.95,0.068,0.602,0,231,0,0,0.607,3.8,5.2,,,,,,,,,,259.517,1.898558332,2.495459248
WI09-001,0.839,0.001,N,F,BAEA-WI09-2023-M-001,44.19897,-88.47475,5/17/23,2023,Kimberly Clark,WINNEBAGO,WI-09,0709-05662,F,12,Y,4.55,47.6,37.9,32.6,265,144,0,,57,13,750,21,69,46,6,2,144,3.285714286,0.21,0.69,0.46,0.06,0.02,23CR000954,0,0,0,0,0,0,0,0,0,0.077,0,0.81,0,0,0,0,0,0,8.76,1.79,0.829,0,0.739,0,0,1.29,0,0,9.39,0.093,0.243,0,118,0,0,0.616,1.76,6.82,,,,,,,,,,151.217,2.204453151,1.447846859
WI09-002,0.965,0.11733333,N,M,BAEA-WI09-2023-S-002,44.19897,-88.47475,5/17/23,2023,Kimberly Clark,WINNEBAGO,WI-09,0709-05663,F,12,Y,4.79,50.5,39.5,33.5,276,147,0,,58.5,20,500,42,123,62,0,1,228,2.928571429,0.42,1.23,0.62,0,0.01,23CR000955,0.087,0,0,0,0,0,0,0,0,0.08,0,0.704,0,0,0,0,0,0,8.84,2.76,0.948,0,1.01,0,0,1.4,0,0,8.5,0.08,0.156,0,118,0,0,1.06,1.95,6.14,,,,,,,,,,151.715,1.940260503,1.559755895
WI10-001,0.746,0.164,N,M,BAEA-WI10-2023-M-001,44.23174,88.46293,5/17/23,2023,Menasha Treatment,WINNEBAGO,WI-10a,0709-05664,M,12,Y,4.09,43.9,36,32.1,262,137,0,,56.6,15,650,52,62,44,2,8,168,1.192307692,0.52,0.62,0.44,0.02,0.08,23CR000951,0.084,0,0,0,0,0,0,0,0,0.138,0,0.606,0,0,0,0,0,0,8.3,1.57,0.645,0,0.27,0,0,0.356,0,0,2.03,0.067,0,0,109,0,0,0.383,1.28,5.24,,,,,,,,,,129.969,2.679803939,1.452763016
WI10-002,0.538,0.15266667,N,F,BAEA-WI10-2023-S-002,44.23174,88.46293,5/17/23,2023,Menasha Treatment,WINNEBAGO,WI-10a,0709-05665,M,12,Y,3.86,42.5,36,30.7,241,137,0,,53.6,25,400,64,105,24,17,2,212,1.640625,0.64,1.05,0.24,0.17,0.02,23CR000950,0.101,0,0,0,0,0,0,0,0,0.138,0,0.44,0,0,0,0,0,0,9.69,1.93,0.832,0,0.45,0,0,0.706,0,0,3.85,0.091,0.031,0,123,0,0,0.433,1.5,6.08,,,,,,,,,,149.272,2.427294633,1.026149567
CR03-001,0.1763,0.755959524,,F,BAEA-CR03-2025-S-001,42.9962502,-91.08790002,5/8/25,2025,Bridgeport,Crawford,CR-03,0829-04164,F,12,Y,3.36,45.2,33.5,31.7,125,140,0,,37.4,40,,62,150,24,2,1,239,2.419354839,0.259414226,0.627615063,0.10041841,0.008368201,0.0041841,,,0,0,,0,,0.595,0,0,1.103,0,0.847,0,0,0,0,0.069,0,3.97,2.166,0.828,0,0.607,0.016,,0.519,0,0,2.094,0,0.301,,148.46,0,0,0.545,1.233,3.415,0,0,0,0,0,0,0.508,0,0,167.276,2.338130823,1.222320577
CR09-001,0.2263,0.978448209,,M,BAEA-CR09-2025-L-001,43.00593,-91.03366,5/8/25,2025,Bridgeport East,Crawford,CR-09a,0829-04170,M,12,Y,NA,40.5,32.3,29.1,157,127,0,,41.88,50,200,76,91,19,0,0,186,1.197368421,0.408602151,0.489247312,0.102150538,0,0,,,0,0,,0,,1.094,0,0,0.834,0,0.452,0,0,0,0,0.08,0,4.834,2.83,3.648,0,0.937,0,,0.876,0,0,3.387,0,0,,180.96,0,0,0.864,1.961,4.448,0,0,0,0,0,0,0.364,0,0,207.569,1.820259802,14.55136435
CR09-002,0.21985,0.882123479,,F,BAEA-CR09-2025-L-002,43.00593,-91.03366,5/8/25,2025,Bridgeport East,Crawford,CR-09a,0829-04180,F,12,Y,NA,45.6,37.4,32.6,221,145,0,,50.84,50,200,112,77,35,0,0,224,0.6875,0.5,0.34375,0.15625,0,0,,,0,0,,0,,1.024,0,0,1.136,0,0.327,0,0,0,0,0.099,0,3.605,2.495,0.299,0,0.671,0.028,,0.715,0,0,2.404,0,0,,146.73,0,0,0.762,1.781,3.46,0,0,0,0,0,0,0.436,0,0,165.972,2.196257953,4.328710332
CRNew-001,0.20725,1,,M,BAEA-CRNew-2025-L-001,43.01492,-91.01688,5/8/25,2025,Millville,Crawford,GR-102b,0829-04181,M,12,Y,NA,37.9,28.6,26.8,113,127,0,,35.72,,,,,,,,,,,,,,,,,0,0,,0,,0.966,0,0,0.639,0,0.292,0,0,0,0,0.049,0,2.92,1.648,2.201,0,0.367,0,,0.34,0,0,0.888,0,0,,119.96,0,0,0.394,0.94,2.744,0,0,0,0,0,0,0.178,0,0,134.526,2.666237644,4.009036639
GRNew-001,0.17625,0.837864054,,M,BAEA-GRNew-2025-L-001,43.13633,-90.73498,5/9/25,2025,Allen Island,Grant,GR-91a,0829-04182,M,12,Y,3.13,42,29.3,29.8,180,134,0,,45.1,45,,40,25,4,0,2,71,0.625,0.563380282,0.352112676,0.056338028,0,0.028169014,,,0,0,,0,,1.837,0,0,1.435,0,0.478,0,0,0,0,0.037,0,5.397,2.881,0.488,0,0.574,0.018,,0.341,0,0,2.308,0,0,,166.6,0,0,0.787,2.213,5.547,0,0,0,0,0,0,0.187,0,0,191.128,2.141769704,2.084486295
GRNew-002,0.16485,0.840887245,,M,BAEA-GRNew-2025-L-002,43.13633,-90.73498,5/9/25,2025,Allen Island,Grant,GR-91a,0829-04183,M,12,Y,3.44,43.8,34,30.7,219,124,0,,50.56,50,200,62,58,19,0,1,140,0.935483871,0.442857143,0.414285714,0.135714286,0,0.007142857,,,0,0,,0,,1.969,0,0,1.755,0,0.598,0,0,0,0,0.049,0,6.137,3.067,2.175,0,0.711,0.015,,0.405,0,0,2.079,0,0,,198.37,0,0,0.814,1.875,5.07,0,0,0,0,0,0,0.327,0,0.516,225.932,1.958569916,3.813501289
GR10-001,0.19175,0.953480389,,M,BAEA-GR10-2025-S-001,43.19983337,-90.46673343,5/9/25,2025,Muscoda 2,Grant,GR-10a,0829-04165,M,12,Y,2.87,40.5,30.4,29.7,165,138,0,,43,50,200,82,32,30,,3,147,0.390243902,0.557823129,0.217687075,0.204081633,0,0.020408163,,,0,0,,0,,2.016,0,0,1.696,0,0.642,0,0,0,0,0.08,0,5.831,2.793,2.606,0,0.698,0.027,,0.321,0,0,1.851,0,0,,172.04,0,0,0.764,1.697,4.717,0,0,0,0,0,0,0.924,0,0.493,199.196,2.077876698,7.873859458
GR10-002,0.19635,0.517973171,,M,BAEA-GR10-2025-S-002,43.19983337,-90.46673343,5/9/25,2025,Muscoda 2,Grant,GR-10a,0829-04166,F,12,Y,3,42.4,30.3,30.1,151,142,0,,41.04,40,,60,55,15,0,2,132,0.916666667,0.454545455,0.416666667,0.113636364,0,0.015151515,,,0,0,,0,,2.491,0,0,1.938,0,0.76,0,0,0,0,0.065,0,6.488,3.246,0.591,0,0.799,0.021,,0.402,0,0,2.065,0.29,0,,220.79,0,0,0.73,1.852,5.264,0,0,0,0,0,0,0.816,0,0.566,249.174,1.863494053,2.903699265
RI20-001,0.1216,1,,F,BAEA-RI20-2025-S-001,43.20364,-90.45204,5/9/25,2025,Bird Mound,Richland,RI-20/RI-22,0829-04172,F,12,Y,3.42,40.6,31.4,30.7,96,150,Full,,33.34,50,200,87,62,32,1,1,183,0.712643678,0.475409836,0.338797814,0.174863388,0.005464481,0.005464481,,,0,0,,0,,1.074,0,0,1.171,0,0.549,0,0,0.24,0,0.082,0,3.235,1.643,0.777,0,0.395,0.022,,0.3,0,0,1.467,0,0.333,,116.08,0,0,0.39,0.943,2.586,0,0,0,0,0,0,1.193,0,0,132.48,2.540589305,2.980963801
IO20-001,0.2066,0.719482505,,M,BAEA-IO20-2025-L-001,43.20459,-90.29496,5/9/25,2025,Avoca 2,Iowa,IO-20,0829-04184,M,12,Y,3.52,42.9,33.5,29.1,227,127,0,,51.68,50,200,93,34,17,0,6,150,0.365591398,0.62,0.226666667,0.113333333,0,0.04,,,0,0,,0,,1.924,0,0,1.697,0,0.917,0,0,0,0,0.049,0,8.187,4.001,4.217,0,0.979,0.023,,0.461,0,0,2.84,0,0,,253.02,0,0,1.133,2.307,7.012,0,0,0,0,0,0,0.45,0,0.572,289.789,1.708385094,21.82732164
IO20-002,0.24585,1,,M,BAEA-IO20-2025-L-002,43.20459,-90.29496,5/9/25,2025,Avoca 2,Iowa,IO-20,0829-04185,M,12,Y,3.26,43.5,31.8,29.6,185,127,0,,45.8,50,200,55,40,13,3,1,112,0.727272727,0.491071429,0.357142857,0.116071429,0.026785714,0.008928571,,,0,0,,0,,2.323,0,0,1.67,0,1.247,0,0,0.121,0,0.189,0,8.676,4.228,3.74,0,0.975,0.043,,0.413,0,0,2.886,0,0,,271.6,0,0,1.114,2.292,7.141,0,0,0,0,0,0,0.777,0,0.73,310.165,1.990923826,22.69016177
IO20-003,0.15425,0.797908241,,M,BAEA-IO20-2025-L-003,43.20459,-90.29496,5/9/25,2025,Avoca 2,Iowa,IO-20,0829-04186,M,12,Y,3.01,42.6,30.6,28.6,163,125,0,,42.72,50,200,70,137,27,0,3,237,1.957142857,0.29535865,0.578059072,0.113924051,0,0.012658228,,,0,0,,0,,2.483,0,0,1.526,0,0.906,0,0,0,0,0.067,0,8.372,4.074,0.859,0,0.843,0,,0.412,0,0,3.107,0.295,0.272,,255.33,0,0,1.042,2.274,6.946,0,0,0,0,0,0,0.596,0,0.754,290.158,1.369894186,2.718194737
IO26-001,0.18815,1,,F,BAEA-IO26-2025-L-001,43.19181,-90.27843,5/9/25,2025,Avoca 3,Iowa,IO-26,0829-04187,F,12,Y,4.24,42.5,34.7,31.2,147,142,Full,,40.48,50,200,62,66,45,3,1,177,1.064516129,0.350282486,0.372881356,0.254237288,0.016949153,0.005649718,,,0,0,,0,,1.74,0,0,2.083,0,0.825,0,0,0,0,0.157,0,6.391,3.277,1.693,0,1.151,0.027,,0.669,0,0,2.961,0.309,0.456,,254.71,0,0,0.76,1.971,5.048,0,0,0,0,0,0,0.424,0,0.808,285.46,1.765490685,5.036238441
IO26-002,0.177416667,1,,M,BAEA-IO26-2025-L-002,43.19181,-90.27843,5/9/25,2025,Avoca 3,Iowa,IO-26,0829-04188,M,12,Y,3.23,37.9,30.9,28.2,119,128,Full,,36.56,45,225,58,75,59,0,1,193,1.293103448,0.300518135,0.388601036,0.305699482,0,0.005181347,,,0,0,,0,,1.788,0,0,2.082,0,0.946,0,0,0,0,0.21,0,6.152,3.328,0.759,0,1.271,0.042,,0.791,0,0,3.024,0,0.568,,283.31,0,0,0.8,1.77,5.249,0,0,0,0,0,0,0.408,0,0.643,313.141,1.756385953,10.73935076
IO21-001,0.206683333,1,,M,BAEA-IO21-2025-E-001,43.14852,-90.06722,5/10/25,2025,Sweet Island,Iowa,IO-21,0829-04173,F,7,Y,3.39,44.9,34.6,30.6,230,140,0,,52.1,50,200,94,50,41,4,1,190,0.531914894,0.494736842,0.263157895,0.215789474,0.021052632,0.005263158,,,0,0,,0,,1.519,0,0,2.288,0,1.317,0,0,0,0,0.056,0,7.391,3.413,0.551,0,1.368,0.018,,1.008,0,0,3.165,0,0.369,,268.06,0,0,0.869,1.874,5.43,0,0,0,0,0,0,0.493,0,0.803,299.992,1.585554741,3.039562011
IO21-003,0.2031,0.844363811,,M,BAEA-IO21-2025-E-003,43.14852,-90.06722,5/10/25,2025,Sweet Island,Iowa,IO-21,0829-04175,F,0,0,3.47,43.4,36.8,30.5,219,146,0,,50.56,32,320,24,24,13,1,0,62,1,0.387096774,0.387096774,0.209677419,0.016129032,0,,,0,0,,0,,1.906,0,0,2.636,0,1.692,0,0,0.148,0,0.113,0,6.548,3.338,3.017,0,1.036,0.024,,0.891,0,0,2.978,0,0.339,,229.22,0,0,0.853,1.756,4.888,0,0,0,0,0,0,0.576,0,0.645,262.604,1.806203884,9.880087774
JU22-001,0.149,1,,M,BAEA-JU22-2025-E-001,44.06706,-90.03228,5/12/25,2025,Petenwell Dam West,Juneau,JU-22,0829-04135,M,12,Y,3.14,42.7,32.3,28.2,155,138,0,,41.6,50,200,72,78,49,0,2,201,1.083333333,0.358208955,0.388059701,0.243781095,0,0.009950249,,,0,0,,0,,4.79,0,0,5.677,0,5.564,0,0,0.734,0,0.105,0,13.445,10.61,1.634,0,1.586,0.032,,0.347,0,0,5.401,0.452,0,,357.89,0,0,5.181,8.46,10.597,0,0,0,0,0,0,3.982,0,3.824,440.311,5.382547189,9.908089962
