bird_id,igy,clysis,PCR_avmal,DNA_sex,field_id,lat,long,date,year,nest_name,county,nest_no,fws,field_sex,blood_vol,feathers,weight_kg,culman_mm,hallux_mm,bill_mm,primary_mm,foot_mm,Crop,Notes,age,FOV,RBC_per_FOV,L,H,E,M,B,Total_count,H_L,Lperc,Hperc,Eperc,Mperc,Bperc,wslh_specimen_id,FTSA10_2,PF3OUDS11CL,FTSA4_2,DIPAP6_2,FTSA6_2,DIPAP8_2,FTSA8_2,CL_9PF3ONS,DONA,FOSA,N_ETFOSA,N_ETFOSAA,N_ETFOSE,N_MEFOSA,N_MEFOSAA,N_MEFOSE,PFBA,PFBS,PFDA,PFDOA,PFDS,PFHPA,PFHPS,PFHXA,PFHXDA,PFHXS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFODA,PFOS,PFPEA,PFPES,PFTEDA,PFTRDA,PFUNDA,PFEESA,PFDoS,ADONA,HFPO-DA,NFDHA,3:3FTCA,5:3FTCA,6:2FTS,7:3FTCA,TOTAL_PFAS,PCA_score,Q_residual
JU22-002,0.14215,1,,M,BAEA-JU22-2025-G-002,44.06706,-90.03228,5/12/25,2025,Petenwell Dam West,Juneau,JU-22,0829-04136,M,12,Y,3.33,41.3,32.2,28.7,163,137,0,,42.72,50,200,57,25,26,2,1,111,0.438596491,0.513513514,0.225225225,0.234234234,0.018018018,0.009009009,,,0,0,,0,,4.506,0,0,5.898,0,6.044,0,0,0.708,0,0.097,0,11.286,8.657,1.484,0,1.177,0.032,,0.35,0,0,4.44,0.336,0,,289.73,0,0,3.888,6.814,9.187,0,0,0,0,0,0,3.221,0,3.866,361.721,4.485080466,8.042606898
JU14-001,0.1651,0.751076367,,F,BAEA-JU14-2025-E-001,44.05141,-90.02748,5/11/25,2025,Petenwell Dam,Juneau,JU-14,0829-04133,F,10,Y,3.13,36.4,30.1,30.2,90,143,0,,32.5,50,200,33,50,8,0,0,91,1.515151515,0.362637363,0.549450549,0.087912088,0,0,,,0,0,,0,,3.736,0,0,5.573,0,5.806,0,0,0.754,0,0.139,0,13.276,10.532,1.659,0,1.222,0.017,,0.257,0,0,3.901,0.468,0.23,,408.55,0,0,4.871,7.961,10.98,0,0,0,0,0,0,6.387,0,2.422,488.741,5.135412707,10.52972901
SK02-001,0.15125,1,,M,BAEA-SK02-2025-L-001,43.19208337,-90.01183334,5/10/25,2025,Spring Green 2,Sauk,SK-02,0829-04189,M,12,Y,3.2,42.6,31.1,27.8,154,132,0,,41.46,50,200,113,190,33,5,4,345,1.681415929,0.327536232,0.550724638,0.095652174,0.014492754,0.011594203,,,0,0,,0,,1.409,0,0,1.977,0,0.97,0,0,0.17,0,0.08,0,6.547,4.331,2.362,0,0.723,0.033,,0.287,0,0,2.51,0,0.239,,196.81,0,0,1.199,2.439,5.708,0,0,0,0,0,0,0.248,0,0.561,228.603,1.903040959,7.611339929
SK02-002,,,,M,BAEA-SK02-2025-L-002,43.19208337,-90.01183334,5/10/25,2025,Spring Green 2,Sauk,SK-02,0829-04190,M,12,Y,2.72,38,30.6,27.9,99,129,0,,33.76,43,350,66,61,15,1,0,143,0.924242424,0.461538462,0.426573427,0.104895105,0.006993007,0,,,0,0,,0,,1.37,0,0,1.57,0,0.525,0,0,0,0,0.072,0,5.024,3.146,2.087,0,0.524,0,,0.309,0,0,1.91,0,0.244,,152.18,0,0,0.836,1.85,4.435,0,0,0,0,0,0,0.382,0,0.492,176.956,2.054938368,3.603168573
AD13-001,0.1191,1,,M,BAEA-AD13-2025-L-001,44.06089,-89.98749,5/11/25,2025,Petenwell Dam East,Adams,AD-13a,0829-04191,M,12,Y,2.98,37.4,29.3,25.3,79,127,4-Jan,,30.96,55,,90,129,39,0,0,258,1.433333333,0.348837209,0.5,0.151162791,0,0,,,0,0,,0,,6.406,0,0,4.562,0,5.624,0,0,0.49,0,0.167,0,10.087,6.91,1.194,0,2.434,0.02,,0.536,0,0,4.02,0.372,0.416,,355.83,0,0,2.687,5.108,7.998,0,0,0,0,0,0,5.789,0,3.34,423.99,3.927412779,2.685130033
AD13-002,0.15105,0.368623173,,M,BAEA-AD13-2025-L-002,44.06089,-89.98749,5/11/25,2025,Petenwell Dam East,Adams,AD-13a,0829-04192,M,10,Y,2.47,35.9,25.9,26.4,47,116,Full,,26.48,50,200,41,55,25,1,3,125,1.341463415,0.328,0.44,0.2,0.008,0.024,,,0,0,,0,,8.377,0,0,6.913,0,6.611,0,0,0.818,0,0.165,0,13.701,9.025,1.865,0,3.694,0.021,,0.752,0,0,5.147,0.557,0.459,,502.62,0,0,3.745,6.674,10.504,0,0,0,0,0,0,8.882,0,3.514,594.044,6.359388385,8.987803342
AD13-003,0.12555,1,,M,BAEA-AD13-2025-L-003,44.06089,-89.98749,5/11/25,2025,Petenwell Dam East,Adams,AD-13a,0829-04193,M,12,Y,2.89,39.1,29.3,27.4,89,124,2-Jan,,32.36,42,240,49,71,18,1,1,140,1.448979592,0.35,0.507142857,0.128571429,0.007142857,0.007142857,,,0,0,,0,,9.535,0,0,6.776,0,5.782,0,0,0.726,0,0.169,0,14.037,8.79,1.495,0,3.614,0.026,,0.744,0,0,5.679,0.564,0.71,,476.76,0,0,3.613,6.208,10.715,0,0,0,0,0,0,5.811,0,2.931,564.685,6.131175734,6.218777671
WO07-001,0.142033333,1,,F,BAEA-WO07-2025-L-001,44.33298,-89.87415,5/12/25,2025,Weber Slough,Wood,WO-07b,0829-04194,F,12,Y,3.66,39.9,31.2,29.8,125,145,0,,37.4,50,200,50,30,20,4,2,106,0.6,0.471698113,0.283018868,0.188679245,0.037735849,0.018867925,,,0,0,,0,,8.651,0,0,4.692,0,1.86,0,0,0,0,0.092,0,13.434,9.794,1.225,0,1.565,0.022,,0.3,0,0,3.685,0.634,0.395,,416.8,0,0,2.382,4.657,11.498,0,0,0,0,0,0,1.819,0,1.933,485.438,3.679809721,7.089782668
WO07-002,0.17495,0.316193643,,F,BAEA-WO07-2025-L-002,44.33298,-89.87415,5/12/25,2025,Weber Slough,Wood,WO-07b,0829-04195,M,12,Y,3.15,38.3,31.1,28.4,98,139,0,,33.62,50,200,40,51,35,5,0,131,1.275,0.305343511,0.389312977,0.267175573,0.038167939,0,,,0,0,,0,,8.177,0,0,4.401,0,1.667,0,0,0,0,0.101,0,11.754,9.019,1.116,0,1.461,0.025,,0.259,0,0,2.847,0.491,0.29,,405.31,0,0,2.056,4.1,10.399,0,0,0,0,0,0,1.685,0,1.329,466.487,3.217447796,5.46861644
MR25-001,0.1651,0.947205626,,M,BAEA-MR25-2025-L-001,44.73766,-89.78747,5/13/25,2025,Highway O,Marathon,MR-25,0829-04198,M,12,Y,3.36,44.2,32.1,31.9,212,130,4-Jan,,49.58,50,200,54,53,14,0,3,124,0.981481481,0.435483871,0.427419355,0.112903226,0,0.024193548,,,0,0,,0,,0.168,0,0,0.22,0,0,0,0,0,0,0.05,0.052,9.759,2.624,0.745,0,0.901,0.023,,0.276,0,0,15.469,0,0,,121.63,0,0,0.867,4.088,9.829,0,0,0,0,0,0,0,0,0,166.701,1.557545805,28.94091963
MR25-002,,,,F,BAEA-MR25-2025-L-002,44.73766,-89.78747,5/13/25,2025,Highway O,Marathon,MR-25,0829-04199,F,12,Y,4.49,49.1,36.8,34.4,195,148,2-Jan,,47.2,50,200,66,45,14,0,3,128,0.681818182,0.515625,0.3515625,0.109375,0,0.0234375,,,0,0,,0,,0,0,0,0.207,0,0,0,0,0,0,0.058,0.021,6.746,1.878,0.696,0,0.677,0.022,,0.222,0,0,10.064,0,0,,94.702,0,0,0.736,3.098,7.241,0,0,0,0,0,0,0,0,0,126.368,2.150207097,7.122117122
LI30-001,0.1566,0.865174401,,F,BAEA-LI30-2025-E-001,45.3186641,-89.78109375,5/14/25,2025,WI River - Fau Fau Rd,Lincoln,LI-30a,0829-04139,M,5,N,2.59,38.2,27.3,28,65,137,2-Jan,,29,50,200,73,69,38,0,4,184,0.945205479,0.39673913,0.375,0.206521739,0,0.02173913,,,0,0,,0,,10.534,0,0,8.947,0,3.579,0,0,0,0,0.128,0,4.462,10.397,,0,1.116,0,,0.28,0,0,2.629,0,1.923,,203.36,0,0,3.271,5.437,5.992,0,0,0,0,0,0,2.406,0,3.037,267.498,,
LI30-002,0.15605,1,,M,BAEA-LI30-2025-E-002,45.3186641,-89.78109375,5/14/25,2025,WI River - Fau Fau Rd,Lincoln,LI-30a,0829-04140,M,8,N,2.24,35.8,26.2,24.6,55,131,2-Jan,,27.6,50,200,51,36,9,0,0,96,0.705882353,0.481132075,0.339622642,0.08490566,0,0,,,0,0,,0,,10.207,0,0,10.372,0,3.503,0,0,0,0,0.172,0,4.815,10.851,0.679,0,1.061,0.028,,0.219,0,0,3.011,0.4,2.107,,215.3,0,0,3.539,5.715,6.562,0,0,0,0,0,0,1.605,0,1.828,281.974,4.224818859,9.915357453
LI24-001,0.23665,0.401880392,,M,BAEA-LI24-2025-L-001,45.18361493,-89.73099901,5/14/25,2025,Council Grounds,Lincoln,LI-24,0829-04200,M,12,Y,3.55,43.5,35.7,32.3,223,136,0,,51.12,50,200,17,30,12,0,0,59,1.764705882,0.288135593,0.508474576,0.203389831,0,0,,,0,0,,0.828,,13.311,0,0,13.274,0,3.846,0,0,0,0,0.184,0,7.877,15.41,1.915,0,2.793,0.036,,0.499,0,0,5.104,0.728,1.914,,442.81,0,0,4.017,6.865,10.408,0,0,0,0,0,0,0.847,0.828,2.76,536.254,8.612738419,101.6661105
LI31-001,0.1878,0.74465531,,M,BAEA-LI31-2025-L-001,45.48522823,-89.70712518,5/14/25,2025,WI River - Hwy 51 West - North,Lincoln,LI31-001,0829-04142,M,12,Y,2.48,37.9,27.9,27.4,89,125,4-Jan,,32.36,50,200,51,36,12,1,2,102,0.705882353,0.5,0.352941176,0.117647059,0.009803922,0.019607843,,,0,0,,0,,31.616,0,0,13.388,0,15.505,0,0,0.426,0,0.094,0,6.317,16.163,1.53,0,2.422,0.029,,0.358,0,0,2.57,0.757,0.605,,410.11,0,0,5.803,8.528,7.409,0,0,0,0,0,0,5.886,0,10.202,539.718,11.15457351,19.67908779
LI31-002,0.17105,1,,M,BAEA-LI31-2025-L-002,45.48522823,-89.70712518,5/14/25,2025,WI River - Hwy 51 West - North,Lincoln,LI31-002,0829-04143,M,12,Y,2.09,35.6,25.08,24.7,66,116,0,,29.14,50,200,76,69,30,4,0,179,0.907894737,0.424581006,0.38547486,0.167597765,0.022346369,0,,,0,0,,0,,25.519,0,0,11.258,0,14.714,0,0,0.304,0,0.078,0,5.576,13.173,0.152,0,2.456,0.026,,0.34,0,0,2.421,0.745,0.516,,408.47,0,0,4.522,6.705,6.264,0,0,0,0,0,0,5.231,0,10.233,518.703,9.324210492,19.12663973
LI47-001,0.16725,1,,M,BAEA-LI47-2025-E-001,45.17093,-89.65945,5/14/25,2025,WI River - Merrill - South,Lincoln,LI-47,0829-04137,M,12,Y,3.27,40.7,32.9,28.6,152,127,0,,41.18,45,220,92,74,20,0,0,186,0.804347826,0.494623656,0.397849462,0.107526882,0,0,,,0,0,,0,,13.355,0,0,9.751,0,5.108,0,0,0.151,0,0.1,0,11.234,16.91,0.834,0,2.075,0.018,,0.562,0,0,8.346,0.584,1.751,,434.45,0,0,3.478,6.687,13.76,0,0,0,0,0,0,0.357,0,1.465,530.976,6.022830967,6.196008685
LI47-002,0.19885,0.762496386,,F,BAEA-LI47-2025-S-002,45.17093,-89.65945,5/14/25,2025,WI River - Merrill - South,Lincoln,LI-47,0829-04138,M,12,Y,3.92,45.9,35.2,32.6,160,137,4-Jan,,42.3,55,180,31,37,5,0,0,73,1.193548387,0.424657534,0.506849315,0.068493151,0,0,,,0,0,,0,,8.726,0,0,7.731,0,3.813,0,0,0.122,0,0.066,0,8.766,12.479,1.153,0,1.732,0.021,,0.705,0,0,6.673,0.437,2.096,,328.13,0,0,2.547,4.961,10.984,0,0,0,0,0,0,0.303,0,0.832,402.277,3.997871576,3.039910818
DA07-001,0.13385,1,,M,BAEA-DA07-2025-E-001,43.28963,-89.64497,5/10/25,2025,Fish Lake,Dane,DO-07a,0829-04176,M,12,N,2.52,38.2,27.2,27,94,138,2-Jan,,33.06,65,155,18,15,5,0,0,38,0.833333333,0.473684211,0.394736842,0.131578947,0,0,,,0,0,,0,,0.532,0,0,0.85,0,0.168,0,0,0,0,0.071,0,4.445,1.014,0.245,0,0,0,,0.16,0,0,3.842,0,0,,44.276,0,0,0.306,1.133,4.023,0,0,0,0,0,0,0.203,0,0,61.268,3.058279649,2.875804976
DA07-002,0.1559,1,,F,BAEA-DA07-2025-E-002,43.28963,-89.64497,5/10/25,2025,Fish Lake,Dane,DO-07a,0829-04177,F,12,Y,3.21,41.2,30.2,29.8,125,152,0,,37.4,60,165,17,18,12,1,0,48,1.058823529,0.354166667,0.375,0.25,0.020833333,0,,,0,0,,0,,0.426,0,0,0.576,0,0,0,0,0,0,0.075,0,3.162,0.728,0.167,0,0,0,,0.132,0,0,3.329,0,0,,34.037,0,0,0.259,0.762,2.869,0,0,0,0,0,0,0,0,0,46.522,3.231068114,3.165821548
DA07-003,0.1464,1,,M,BAEA-DA07-2025-E-003,43.28963,-89.64497,5/10/25,2025,Fish Lake,Dane,DO-07a,0829-04178,F,12,Y,3.02,38.5,29.8,29.8,126,141,4-Jan,,37.54,50,200,43,32,14,0,2,91,0.744186047,0.472527473,0.351648352,0.153846154,0,0.021978022,,,0,0,,0,,0.42,0,0,0.719,0,0.196,0,0,0,0,0.077,0,4.627,1.186,0.283,0,0.276,0,,0.149,0,0,4.514,0,0,,48.544,0,0,0.327,1.101,4.052,0,0,0,0,0,0,0,0,0,66.471,2.976291131,2.559542993
PT04-001,0.1734,0.66873601,,M,BAEA-PT04-2025-L-001,44.482449,-89.567738,5/13/25,2025,Whiting Dam,Portage,PT-04b,0829-04196,M,12,Y,3.1,41,32.5,28.1,138,129,0,,39.22,40,,57,60,17,0,2,136,1.052631579,0.419117647,0.441176471,0.125,0,0.014705882,,,0,0,,0,,5.322,0,0,4.094,0,1.838,0,0,0.12,0,0.103,0,9.008,7.194,0.85,0,1.499,0.02,,0.302,0,0,3.256,0,0,,320.05,0,0,2.005,3.666,7.452,0,0,0,0,0,0,1.426,0,0.757,368.962,1.886240686,3.508813481
PT04-002,0.191,0.826708538,,M,BAEA-PT04-2025-L-002,44.482449,-89.567738,5/13/25,2025,Whiting Dam,Portage,PT-04b,0829-04197,M,12,Y,3.21,41,31.3,28.6,157,130,0,,41.88,30,,59,113,27,0,0,199,1.915254237,0.296482412,0.567839196,0.135678392,0,0,,,0,0,,0,,5.525,0,0,3.848,0,2.378,0,0,0.12,0,0.097,0,8.311,6.936,0.749,0,1.411,0,,0.253,0,0,3.452,0.32,0.22,,275.87,0,0,1.958,3.638,7,0,0,0,0,0,0,1.915,0,0.993,324.994,1.893872331,2.649116156
CO03-001,0.1635,1,,F,BAEA-CO03-2025-E-001,43.41861008,-89.54480011,5/11/25,2025,Dekorra,Columbia,CO-03,0829-04131,F,12,Y,4.54,48.9,36.6,32.2,285,143,0,,59.8,50,200,38,55,16,4,1,114,1.447368421,0.333333333,0.48245614,0.140350877,0.035087719,0.00877193,,,0,0,,0,,2.825,0,0,2.717,0,1.863,0,0,0.225,0,0.061,0,8.607,7.356,0.479,0,0.887,0.016,,0.3,0,0,2.286,0.372,0,,258.89,0,0,1.454,3.856,8.872,0,0,0,0,0,0,0.517,0,0.807,302.39,1.855710347,2.708148213
CO03-002,0.17325,0.766326997,,M,BAEA-CO03-2025-E-002,43.41861008,-89.54480011,5/11/25,2025,Dekorra,Columbia,CO-03,0829-04132,M,8,Y,3.34,47,34.9,30,275,123,0,,58.4,50,200,42,19,4,1,,66,0.452380952,0.636363636,0.287878788,0.060606061,0.015151515,0,,,0,0,,0,,3.009,0,0,2.735,0,1.49,0,0,0.183,0,0.071,0,8.276,7.099,0.462,0,0.725,0.018,,0.29,0,0,1.753,0.362,0,,255.46,0,0,1.5,3.762,8.37,0,0,0,0,0,0,0.731,0,0.828,297.124,1.824825412,2.768248249
ON07-001,0.1601,1,,F,BAEA-ON07-2025-S-001,45.88252,-89.54413,5/15/25,2025,Pickerel Lake SW,Oneida,ON007-001,0829-05202,F,10,N,2.5,36.6,26.9,25.8,63,142,0,,28.72,50,200,74,49,22,0,5,150,0.662162162,0.493333333,0.326666667,0.146666667,0,0.033333333,,,0,0,,0,,0,0,0,0.25,0,0,0,0,0,0,0.044,0,2.444,0.597,0.12,0,0,0.019,,0.104,0,0,0.731,0,0,,11.988,0,0,0,0.612,2.486,0,0,0,0,0,0,0,0,0,19.395,3.398403503,4.5996649
ON138-001,0.25355,1,,F,BAEA-ON138-2025-L-001,45.88572,-89.46541,5/15/25,2025,WI River Oxbow,Oneida,ON-138c,0829-04146,0,8,Y,2.18,37.8,26.2,27.4,47,119,Full,,26.48,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0.263,0,0,0,0,0,0,0,0,1.908,0.618,0.796,0,0,0.015,,0.227,0,0,1.312,0,0,,16.299,0,0,0,0.549,2.137,0,0,0,0,0,0,0,0,0,24.124,3.420455481,2.641753444
ON138-002,0.308,1,,M,BAEA-ON138-2025-L-002,45.88572,-89.46541,5/15/25,2025,WI River Oxbow,Oneida,ON-138c,0829-04147,0,12,Y,2.73,38.9,29,26.2,109,122,Full,,35.16,40,,72,96,73,0,1,242,1.333333333,0.297520661,0.396694215,0.301652893,0,0.004132231,,,0,0,,0,,0,0,0,0.236,0,0,0,0,0,0,0.049,0,1.773,0.661,0.872,0,0,0.025,,0.194,0,0,1.219,0,0,,17.397,0,0,0.161,0.59,2.063,0,0,0,0,0,0,0,0,0,25.24,3.250926008,4.314704498
ON31-001,0.22915,0.634780767,,F,BAEA-ON31-2025-E-001,45.637927,-89.237684,5/15/25,2025,Fifth Lake East,Oneida,ON-31g,0829-04179,F,12,Y,3.54,42.8,32.8,31,132,149,4-Mar,,38.38,50,200,52,29,34,1,,116,0.25,0.448275862,0.25,0.293103448,0.00862069,0,,,0,0,,0,,3.105,0,0,1.681,0,1.287,0,0,0,0,0.287,0,9.664,2.562,0.171,0.596,7.522,0.039,,1.744,0,0,9.856,0,13.441,,346.42,,0.031,0.61,1.485,6.098,0,0,0,0,0,0,8.145,0,1.029,415.773,2.837929212,115.793317
ON31-002,0.24805,0.770173035,,F,BAEA-ON31-2025-G-002,45.637927,-89.237684,5/15/25,2025,Fifth Lake East,Oneida,ON-31g,0829-05201,F,12,Y,2.79,39.6,30.5,28.1,80,142,0,,31.1,50,200,76,43,66,0,10,195,0.565789474,0.38974359,0.220512821,0.338461538,0,0.051282051,,,0,0,,0,,3.006,0,0,1.318,0,0.573,0,0,0,0,0.221,0,12.276,3.148,0.186,0.24,9.992,0.02,,1.199,0,0,13.993,0,13.595,,491.64,0,0,0.547,1.684,7.792,0,0,0,0,0,0,13.746,0,0.841,576.017,1.943999171,78.71055507
